metric,mean,std
fold,3.0,1.5811388300841898
acc,0.5368888888888889,0.021407279251186285
precision,0.534349908751637,0.025645544027157997
recall,0.49879715522572665,0.04431375557109872
f1,0.4986648585160431,0.047810756894322175
