fold,acc,precision,recall,f1
1,0.4603174603174603,0.3475126840896553,0.36732295482295474,0.34814558572047477
2,0.42857142857142855,0.35202797202797204,0.3361365486365486,0.3222881847301646
3,0.455026455026455,0.37653788142475925,0.3680352055352055,0.3673784573363985
4,0.4708994708994709,0.36886086103844895,0.3555708180708181,0.3578129735767744
5,0.41798941798941797,0.3155774050510893,0.3102818477818478,0.30549242656266073
