metric,mean,std
fold,3.0,1.5811388300841898
acc,0.5035897435897436,0.03722808494950059
precision,0.45616913015152916,0.05760938940268365
recall,0.44373787477954146,0.054130782233447375
f1,0.43863383205914486,0.05446530671032039
