metric,mean,std
fold,3.0,1.5811388300841898
acc,0.5466666666666666,0.026548059703681612
precision,0.47385223768683843,0.046012397041573415
recall,0.49750294854784016,0.017766087032543707
f1,0.46061200490180065,0.02417693067162593
