moa,precision,recall,f1
HDAC,0.7517492299106591,0.7625,0.7543709134596622
HMGCR,0.6107142857142858,0.4666666666666666,0.498021978021978
PARP,0.25563023894671477,0.5333333333333334,0.3437697540554684
SERINE/THREONINE PROTEIN KINASE,0.6202052425695426,0.4901960784313726,0.5454379072473785
TOPOISOMERASE,0.4916666666666667,0.8333333333333334,0.6126682931237011
TUBULIN,0.0,0.0,0.0
TYROSINE KINASE,0.587,0.39649122807017545,0.4700151884044164
