fold,acc,precision,recall,f1
1,0.5541125541125541,0.5681234010181379,0.5445665445665446,0.5351108157912905
2,0.5281385281385281,0.5180752312879011,0.5374440374440375,0.5128228502348194
3,0.5411255411255411,0.5117932269413772,0.5506105006105005,0.5182047661458422
4,0.5584415584415584,0.5506748434912206,0.553958078958079,0.5466296565364865
5,0.5627705627705628,0.5484581970262107,0.5538665038665038,0.5398440491102167
