metric,mean,std
fold,3.0,1.5811388300841898
acc,0.46455026455026455,0.02062813617948987
precision,0.3622754672768215,0.029840836639693738
recall,0.3636357623857624,0.02278575268197857
f1,0.3536994874877663,0.022987370253867694
