metric,mean,std
fold,3.0,1.5811388300841898
acc,0.8494949494949495,0.031215226546186744
precision,0.6772139643100822,0.047467016058870326
recall,0.7338203463203464,0.06754335829931249
f1,0.695385955427714,0.05051571059835228
