fold,acc,precision,recall,f1
1,0.5743589743589743,0.4326913641313497,0.43210661457565486,0.4199609055345607
2,0.6512820512820513,0.48748270273578065,0.5348082215342277,0.49906758879931873
3,0.7025641025641025,0.5371304134462029,0.5913220551378446,0.5516653953724892
4,0.676923076923077,0.530845302114299,0.5527697921273772,0.5378537788741871
5,0.6153846153846154,0.47860380136409203,0.48129207823480263,0.4726280617468869
