moa,precision,recall,f1
HDAC,0.7738294458317836,0.8125,0.7895269085684308
HMGCR,0.155,0.26666666666666666,0.19350649350649352
PARP,0.4354201354201354,0.6,0.49950789950789953
SERINE/THREONINE PROTEIN KINASE,0.8021834032217686,0.6588235294117648,0.7226941996229693
TOPOISOMERASE,0.624017094017094,0.7333333333333333,0.6646349206349206
TUBULIN,0.0,0.0,0.0
TYROSINE KINASE,0.6630049388176323,0.5578947368421052,0.6037756006177059
