fold,acc,precision,recall,f1
1,0.717948717948718,0.5599947342492264,0.5638944174160893,0.5498865632829549
2,0.6974358974358974,0.5976226453369674,0.6194530443756451,0.5990602677119332
3,0.7487179487179487,0.7714279954845992,0.7168994790898815,0.7137661798443148
4,0.7282051282051282,0.5548839914870197,0.5791070814290629,0.5602125536250113
5,0.7230769230769231,0.6062220458465912,0.6424425033171163,0.6176192199302665
