metric,mean,std
fold,3.0,1.5811388300841898
acc,0.7230769230769231,0.01849000654084098
precision,0.6180302824808808,0.08865994499463982
recall,0.6243593051255589,0.060453543411294074
f1,0.6081089568788961,0.06522975778816407
