metric,mean,std
fold,3.0,1.5811388300841898
acc,0.6266666666666667,0.018275415057646623
precision,0.5870296339976212,0.030270637136468482
recall,0.579156746031746,0.026443953960874185
f1,0.5722565421583501,0.029849199220535354
