metric,mean,std
fold,3.0,1.5811388300841898
acc,0.48571428571428565,0.039310424594723205
precision,0.4032291584013474,0.03032035885758905
recall,0.38709605209605213,0.04475424970312451
f1,0.3821570175889128,0.03907786094910114
