metric,mean,std
fold,3.0,1.5811388300841898
acc,0.6666666666666667,0.017390589700321195
precision,0.6117640197829611,0.016228804043224722
recall,0.6124503968253969,0.011278807120251779
f1,0.5980132371019705,0.012258761776741024
