metric,mean,std
fold,3.0,1.5811388300841898
acc,0.5439999999999999,0.01426382803189441
precision,0.48781491615328454,0.037222429057142244
recall,0.5139744382601525,0.043680034754200195
f1,0.4858780394880717,0.027963061441965312
