fold,acc,precision,recall,f1
1,0.5511111111111111,0.46262896511556467,0.5410636982065553,0.48495552066980635
2,0.5333333333333333,0.4496151996151996,0.45656565656565656,0.4467374828719367
3,0.5422222222222223,0.4714979304714513,0.5555555555555556,0.49094424094424094
4,0.5288888888888889,0.5259362230572643,0.4782622139764997,0.4815036621141592
5,0.5644444444444444,0.5293962625069432,0.5384250669964955,0.5252492908402157
