moa,precision,recall,f1
HDAC,0.5744846377444823,0.6933333333333334,0.6271894355123392
HMGCR,0.0,0.0,0.0
PARP,0.4292328042328042,0.39166666666666666,0.4047299782952581
SERINE/THREONINE PROTEIN KINASE,0.45861039800535597,0.4095238095238095,0.4304392931934647
TOPOISOMERASE,0.5674259177355153,0.7666666666666666,0.6506496840200956
TUBULIN,0.9047619047619048,0.5555555555555556,0.6826007326007326
TYROSINE KINASE,0.4515740713920189,0.4666666666666667,0.45721636539580024
