metric,mean,std
fold,3.0,1.5811388300841898
acc,0.7315555555555555,0.016208517803387064
precision,0.661297328781848,0.025723702301005652
recall,0.7125396825396826,0.01998046179797267
f1,0.6758629408283469,0.024132207615295796
