metric,mean,std
fold,3.0,1.5811388300841898
acc,0.42543859649122806,0.026858440162096247
precision,0.44723029449701307,0.07868635547961436
recall,0.43526234567901234,0.030397379496154356
f1,0.4227115490116892,0.04373149484305567
