metric,mean,std
fold,3.0,1.5811388300841898
acc,0.5794871794871794,0.025641025641025647
precision,0.5009409091966571,0.060115095396845585
recall,0.4952995233180991,0.04314255807289184
f1,0.4848687056070119,0.04604921375083801
