metric,mean,std
fold,3.0,1.5811388300841898
acc,0.42631578947368415,0.02089671798170455
precision,0.4176168316173451,0.04535869140089438
recall,0.41993025493025493,0.02926145359835043
f1,0.4022599291016271,0.029124493721345318
