fold,acc,precision,recall,f1
1,0.39473684210526316,0.3514876699356441,0.3705577601410935,0.3505627737403824
2,0.40350877192982454,0.37237889807849317,0.37665343915343913,0.36882107196762365
3,0.37280701754385964,0.33161611014282977,0.3361992945326278,0.31713775181858556
4,0.39473684210526316,0.3992504858065499,0.4013558201058201,0.3911498243266214
5,0.38596491228070173,0.41209222971062637,0.3724647266313932,0.3553840038725562
