metric,mean,std
fold,3.0,1.5811388300841898
acc,0.8353535353535353,0.02489647988659845
precision,0.646765136215198,0.038714064957198556
recall,0.7235209235209235,0.03771850536785765
f1,0.675770681428119,0.038322471478408913
