metric,mean,std
fold,3.0,1.5811388300841898
acc,0.393073593073593,0.04256976543355678
precision,0.3683767863359785,0.03672248980360773
recall,0.39261684303350974,0.03587830837788666
f1,0.3707803751894724,0.03729138054517441
