metric,mean,std
fold,3.0,1.5811388300841898
acc,0.599122807017544,0.014743628345589148
precision,0.6417060972231842,0.01713911599367467
recall,0.6298268398268398,0.016770976939613668
f1,0.6176287760198547,0.013260155880306056
