metric,mean,std
fold,3.0,1.5811388300841898
acc,0.64,0.01805341867696883
precision,0.7319784635613557,0.0381277189957006
recall,0.6954329004329003,0.0304990511335084
f1,0.7040208193910422,0.018307375930434976
