metric,mean,std
fold,3.0,1.5811388300841898
acc,0.7252525252525253,0.018418770231121685
precision,0.5713782797426438,0.0771971329971684
recall,0.552579365079365,0.03172930932961266
f1,0.5526148231383258,0.04730403045932428
