fold,acc,precision,recall,f1
1,0.44155844155844154,0.3945329831199396,0.410978835978836,0.3861757797150107
2,0.42424242424242425,0.3798360878901976,0.3819003527336861,0.36887640114457154
3,0.44155844155844154,0.4231324718166823,0.3883377425044092,0.38997905756698925
4,0.4675324675324675,0.4117626500260561,0.41764770723104055,0.4062557803629232
5,0.42857142857142855,0.4212533365323747,0.37602513227513223,0.3590896979491318
