metric,mean,std
fold,3.0,1.5811388300841898
acc,0.7235555555555555,0.022749304697012824
precision,0.6661305869820777,0.02282217374933588
recall,0.7334371184371185,0.02292346060457369
f1,0.6893058533302331,0.021815378834446883
