fold,acc,precision,recall,f1
1,0.6931216931216931,0.5854047912871443,0.6276149776149776,0.5906231934924068
2,0.6613756613756614,0.5641810916520185,0.559940984940985,0.5358630178049416
3,0.7301587301587301,0.6342613080735252,0.6717745217745217,0.6226469974786393
4,0.6613756613756614,0.562295731024828,0.5990740740740741,0.5554673043534734
5,0.671957671957672,0.5623848373848374,0.5847629222629224,0.5504886708657641
