fold,acc,precision,recall,f1
1,0.4069264069264069,0.3017297543020569,0.3250814000814,0.3058314775223682
2,0.4155844155844156,0.3035189659702793,0.36109076109076105,0.3176353558482494
3,0.35064935064935066,0.28150127311712675,0.29081196581196583,0.2732979324679122
4,0.3463203463203463,0.2919576674445846,0.311009361009361,0.28154456560000274
5,0.36796536796536794,0.3468225238813474,0.3006410256410256,0.30785983970411146
