metric,mean,std
fold,3.0,1.5811388300841898
acc,0.40614035087719297,0.025309715870620187
precision,0.4063941347336179,0.05128870870651597
recall,0.39013468013468017,0.015461534418312646
f1,0.3790959653555629,0.014904917576365551
