metric,mean,std
fold,3.0,1.5811388300841898
acc,0.4280701754385965,0.010562802262098504
precision,0.37426134836353264,0.03144269169490952
recall,0.3863183421516755,0.020153426123576186
f1,0.35678083537701477,0.013022238793670064
