metric,mean,std
fold,3.0,1.5811388300841898
acc,0.6924444444444444,0.024424234069393945
precision,0.530674159330918,0.02328817582542404
recall,0.5333699633699635,0.028391530922946478
f1,0.5221729546612972,0.0219793130360099
