fold,acc,precision,recall,f1
1,0.6666666666666666,0.5085739711597835,0.5198717948717948,0.5034951726611034
2,0.7244444444444444,0.5560297560626896,0.5664529914529914,0.54992848150634
3,0.6844444444444444,0.5363935629587804,0.498992673992674,0.5134223719062793
4,0.6755555555555556,0.5042203388101868,0.5226495726495726,0.5028194572645829
5,0.7111111111111111,0.5481531676631495,0.5588827838827839,0.5411992899681807
