metric,mean,std
fold,3.0,1.5811388300841898
acc,0.7262626262626262,0.010949234034686268
precision,0.588299250078749,0.0331039746325484
recall,0.5701839826839826,0.02049158506230189
f1,0.5669956999778838,0.020903007266670725
