metric,mean,std
fold,3.0,1.5811388300841898
acc,0.4529100529100528,0.021361512421361216
precision,0.40013171197318814,0.028898574329207654
recall,0.3649389499389499,0.03059979219764876
f1,0.36721400204333354,0.026163410905274385
