metric,mean,std
fold,3.0,1.5811388300841898
acc,0.508994708994709,0.02464722687587751
precision,0.46136716507208303,0.031719690664015136
recall,0.4349092111592111,0.017504919841275876
f1,0.4312929110211051,0.0168128869225139
