fold,acc,precision,recall,f1
1,0.4342105263157895,0.41496919739985705,0.44453262786596115,0.3982957281630431
2,0.4298245614035088,0.39852568399479155,0.4270061728395062,0.38641979619270295
3,0.39473684210526316,0.40970854051349415,0.3744488536155203,0.36168870644594836
4,0.4517543859649123,0.4427076213260423,0.4450727513227513,0.40432096357554137
5,0.43859649122807015,0.41230744686929904,0.44206349206349205,0.40676114189167323
