metric,mean,std
fold,3.0,1.5811388300841898
acc,0.504,0.015587269259333502
precision,0.5259574151986172,0.06253481625242263
recall,0.48165635951350233,0.015284420223187769
f1,0.4783214290501239,0.02383163422924336
