metric,mean,std
fold,3.0,1.5811388300841898
acc,0.37489177489177494,0.028975239014167112
precision,0.3061862208724877,0.0639249110225955
recall,0.3239021164021164,0.05075988999101247
f1,0.29798466813178653,0.04855476788319638
