metric,mean,std
fold,3.0,1.5811388300841898
acc,0.5084444444444445,0.03591485129037676
precision,0.49060295871916254,0.05038823799822724
recall,0.4985951350237065,0.036978828734500604
f1,0.4596350921667015,0.04560391418349921
