fold,acc,precision,recall,f1
1,0.5219298245614035,0.5176065256078868,0.5005291005291006,0.5002333990249592
2,0.5570175438596491,0.5905914301747636,0.5339616402116403,0.5336073248166986
3,0.5657894736842105,0.5602938235275191,0.5569223985890653,0.5538195796723654
4,0.5789473684210527,0.5915382790741986,0.6215828924162257,0.5979890892690947
5,0.5482456140350878,0.5475597248375381,0.5681878306878307,0.5461810707631797
