metric,mean,std
fold,3.0,1.5811388300841898
acc,0.7230769230769231,0.010878565864408385
precision,0.6340078644795677,0.021811523856656093
recall,0.6310764656739889,0.04337611895831788
f1,0.6138339053744517,0.0256426932602666
