fold,acc,precision,recall,f1
1,0.48677248677248675,0.42397050413354753,0.3624744468494469,0.38002101056272025
2,0.43386243386243384,0.39015373039585505,0.38562109187109184,0.37376785798304285
3,0.4444444444444444,0.43984433273382545,0.4135627104377104,0.41348376439909623
4,0.48148148148148145,0.4816751349009414,0.4171266233766234,0.4349733091013013
5,0.5079365079365079,0.4596385105766445,0.3845944564694565,0.40274762691167654
