fold,acc,precision,recall,f1
1,0.5367965367965368,0.5564619282291696,0.5540564373897706,0.5503693309273011
2,0.5670995670995671,0.5853589170869098,0.5832451499118165,0.5783798844392184
3,0.5800865800865801,0.5796115852322946,0.5930555555555556,0.5688475548356121
4,0.5714285714285714,0.5947951036960325,0.5783730158730159,0.5757851896345688
5,0.5887445887445888,0.5955514153790016,0.5876873897707232,0.5770636259452049
