metric,mean,std
fold,3.0,1.5811388300841898
acc,0.4604166666666667,0.024869450804819424
precision,0.3956135583967112,0.03690849916051866
recall,0.436028416028416,0.01957058131968987
f1,0.3947334386069991,0.028491494549239223
