metric,mean,std
fold,3.0,1.5811388300841898
acc,0.5804444444444444,0.03726448678445261
precision,0.434914588454235,0.03865594626660286
recall,0.5110195360195361,0.037910643967083664
f1,0.4515495131930698,0.037184491617533164
