metric,mean,std
fold,3.0,1.5811388300841898
acc,0.7475555555555555,0.015523777063620403
precision,0.7141865949233525,0.041579613563877564
recall,0.7306227106227106,0.03177467566352098
f1,0.7111561144995017,0.033417649570403794
