fold,acc,precision,recall,f1
1,0.47555555555555556,0.43592947414697886,0.4659297052154195,0.44612049854986197
2,0.5111111111111111,0.4614508961479329,0.46417233560090704,0.4589949193329351
3,0.49777777777777776,0.45945019409094545,0.4743970315398887,0.45978786677079764
4,0.5422222222222223,0.5752823982332178,0.5489125953411668,0.5491247504501267
5,0.4888888888888889,0.49118980607487117,0.45862708719851575,0.45596972877315134
