metric,mean,std
fold,3.0,1.5811388300841898
acc,0.5041666666666667,0.03155235673096034
precision,0.43944150021672385,0.014167740686719946
recall,0.42765401265401265,0.03400987829211606
f1,0.4235940689650926,0.025525189658119164
