metric,mean,std
fold,3.0,1.5811388300841898
acc,0.6867724867724867,0.015151133400292451
precision,0.6280309416340415,0.016558722376828726
recall,0.6697450697450698,0.024881499046313604
f1,0.62220549800667,0.019731466685825573
