metric,mean,std
fold,3.0,1.5811388300841898
acc,0.7,0.025408981078438475
precision,0.6636887562751711,0.03317564451824851
recall,0.6396015096015096,0.029690436738256113
f1,0.6397461997243375,0.026037908224204685
