metric,mean,std
fold,3.0,1.5811388300841898
acc,0.725,0.0225226544900413
precision,0.6764294219262341,0.017087010870631927
recall,0.6477877677877678,0.02189709932223155
f1,0.6447683599002892,0.01903492752921365
