moa,precision,recall,f1
HDAC,0.7418015472039524,0.7022222222222222,0.7204780156786507
HMGCR,0.1,0.03333333333333333,0.05
MTOR,0.6032751562163327,0.6833333333333333,0.6387550839964632
PARP,0.35603000447828037,0.4,0.3750707981810759
TOPOISOMERASE,0.48048552754435103,0.6833333333333332,0.5580773249738766
TUBULIN,0.6726373626373626,0.5555555555555556,0.5963712757830405
TYROSINE KINASE,0.8009290116776139,0.7846153846153846,0.7918596181463592
