metric,mean,std
fold,3.0,1.5811388300841898
acc,0.687111111111111,0.019012666343295466
precision,0.5364512299654132,0.037756077047916045
recall,0.5489133089133089,0.006009191653181827
f1,0.5329445881084952,0.016919829835092708
