fold,acc,precision,recall,f1
1,0.47186147186147187,0.4747258184795073,0.4205433455433455,0.4164045642339754
2,0.4935064935064935,0.4688386307115404,0.457102157102157,0.44004104231295726
3,0.4675324675324675,0.4496963318318189,0.41441798941798946,0.41428527370426355
4,0.45021645021645024,0.4089406580640802,0.40265567765567767,0.3850672606745481
5,0.47619047619047616,0.4509889747933225,0.41691086691086693,0.403139028081266
