metric,mean,std
fold,3.0,1.5811388300841898
acc,0.4455026455026455,0.011470626131576083
precision,0.3505368860052125,0.013685726159407186
recall,0.3419505494505494,0.016040313134189275
f1,0.3347691060225544,0.015083861791809297
