fold,acc,precision,recall,f1
1,0.6222222222222222,0.7021214959413717,0.6635848278705422,0.6764540598848235
2,0.6355555555555555,0.7153657424593,0.7344104308390023,0.7213604619713497
3,0.64,0.7437710132612682,0.7389558853844568,0.7401512607482792
4,0.6044444444444445,0.7240886920806059,0.6946557410843125,0.7017385475668789
5,0.6044444444444445,0.7008242517361059,0.6455370026798599,0.6613937963898346
